series_release,series_code,series_description,geoAreaCode,X,Y,ISO3CD,geoAreaName,sliceId,Sex,Units,Sex_description,Units_description,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,last_5_years_mean,latest_year,latest_value,latest_source,latest_nature,FID
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),364,54.19766348,32.74370885,IRN,Iran (Islamic Republic of),1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,104
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),368,43.76606267,33.05013795,IRQ,Iraq,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,105
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),372,-7.121425272,53.25274054,IRL,Ireland,1,FEMALE,PERCENT,Female,Percentage,35.23,39.89,38.66,40.8,39.72,43.59,41.42,41.24,43.05,41.36,40.8,29.9,29.75,30.02,30.81,29.49,30.96,30.206,2016,30.96,ILOSTAT - LFS - EU Labour Force Survey,C,106
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),376,34.62277992,31.06164552,ISR,Israel,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,30.66,33.45,34.92,31.59,32.35,32.39,31.87,34.28,32.496,2016,34.28,ILOSTAT - LFS - Labour Force Survey,C,107
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),380,12.57022427,42.79917282,ITA,Italy,1,FEMALE,PERCENT,Female,Percentage,,,,,18.77,19.67,21.77,22.03,21.62,21.57,21.16,21.59,22.21,22.02,21.9,21.75,22.04,21.984,2016,22.04,ILOSTAT - LFS - EU Labour Force Survey,C,108
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),384,-5.552690016,7.62211586,CIV,Côte d'Ivoire,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,109
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),388,-77.31068409,18.15616857,JAM,Jamaica,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,110
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),392,139.2716103,36.6554539,JPN,Japan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,111
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),398,66.65359159,48.01963494,KAZ,Kazakhstan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,112
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),400,37.13024774,30.65365973,JOR,Jordan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,113
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),404,37.86096816,0.534797278,KEN,Kenya,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,114
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),408,127.1803633,40.1462645,PRK,Democratic People's Republic of Korea,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,115
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),410,127.8610254,36.45201023,KOR,Republic of Korea,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,116
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),414,47.49305029,29.53949468,KWT,Kuwait,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,117
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),417,74.52324839,41.46204516,KGZ,Kyrgyzstan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,118
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),418,101.9901968,20.27482773,LAO,Lao People's Democratic Republic,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,119
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),422,35.89391711,33.92152458,LBN,Lebanon,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,120
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),426,28.25362195,-29.58041814,LSO,Lesotho,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,121
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),428,26.42461876,56.64196636,LVA,Latvia,1,FEMALE,PERCENT,Female,Percentage,37.25,39.98,38.09,45.38,42.47,42,40.86,42.11,41.25,41.46,39.08,44.34,44.64,42.22,42.05,44.26,46.3,43.894,2016,46.3,ILOSTAT - LFS - EU Labour Force Survey,C,122
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),430,-9.311879038,6.448381009,LBR,Liberia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,20.05,,,,,,,,2010,20.05,ILOSTAT - LFS - Liberia Labour Force Survey,C,123
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),434,18.0295985,27.04042819,LBY,Libya,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,124
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),438,9.552985019,47.14167005,LIE,Liechtenstein,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,125
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),440,23.90517807,55.33680309,LTU,Lithuania,1,FEMALE,PERCENT,Female,Percentage,42.95,50.03,48.45,41.49,46.8,44.96,42.76,40.28,41.45,40.29,41.98,36.47,35.3,36.46,35.36,38.1,38.82,36.808,2016,38.82,ILOSTAT - LFS - EU Labour Force Survey,C,126
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),442,6.092656563,49.77679538,LUX,Luxembourg,1,FEMALE,PERCENT,Female,Percentage,24.13,11.1,14.97,11.17,12.17,9.35,21.16,9.74,15.31,15.43,19.64,18.28,16.97,14.62,17.9,13.99,14.89,15.674,2016,14.89,ILOSTAT - LFS - EU Labour Force Survey,C,127
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),446,113.5665388,22.1237259,MAC,"China, Macao Special Administrative Region",1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,128
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),450,46.6982339,-19.38514785,MDG,Madagascar,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,24.45,,,,,24.45,2012,24.45,ILOSTAT - LFS - National Survey on Employment and the Informal Sector,C,129
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),454,33.4884625,-13.40819859,MWI,Malawi,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,130
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),458,116.8346314,5.452415309,MYS,Malaysia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,26.3,29.4,22,20.76,20.91,21.59,22.65,20.8,21.342,2016,20.8,ILOSTAT - LFS - Labour Force Survey,C,131
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),462,73.09672546,-0.614385021,MDV,Maldives,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,20.62,,,20.62,2014,20.62,ILOSTAT - PC - Population and Housing Census,C,132
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),466,-3.522016039,17.35311254,MLI,Mali,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,3.86,3.86,2016,3.86,ILOSTAT - LFS - Continous Household Employment Survey,C,133
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),470,14.44617519,35.89194275,MLT,Malta,1,FEMALE,PERCENT,Female,Percentage,,,18.19,16.91,12.9,19.82,19.93,18.35,15.87,21.93,23.66,24.81,26.63,28.58,26,26.18,28.98,27.274,2016,28.98,ILOSTAT - LFS - EU Labour Force Survey,C,134
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),474,-60.91544135,14.56086108,MTQ,Martinique,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,135
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),478,-10.33187259,20.26089546,MRT,Mauritania,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,136
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),480,57.568022,-20.28581998,MUS,Mauritius,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,21.52,23.19,,,27.6,29.71,26.833333,2016,29.71,ILOSTAT - LFS - Continuous Multi-Purpose Household Survey,C,137
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),484,-102.5148166,23.93378032,MEX,Mexico,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,34.86,35.27,34.8,35.16,35.0225,2016,35.16,ILOSTAT - LFS - National Occupation and Employment Survey,C,138
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),492,7.424214814,43.73532918,MCO,Monaco,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,139
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),496,103.0728057,46.83892054,MNG,Mongolia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,41.6,38.32,37.89,37.92,38.68,37.29,34.16,37.77,36.71,36.922,2016,36.71,ILOSTAT - LFS - Labour force survey,C,140
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),498,28.4650624,47.20236795,MDA,Republic of Moldova,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,46.54,45.42,,45.98,2015,45.42,ILOSTAT - LFS - Labour force survey,C,141
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),499,19.25214024,42.78717043,MNE,Montenegro,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,142
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),500,-62.19261223,16.73558313,MSR,Montserrat,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,143
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),504,-6.281942841,31.8440131,MAR,Morocco,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,144
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),508,38.18479941,-14.27963886,MOZ,Mozambique,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,145
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),512,57.87743482,21.98805614,OMN,Oman,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,146
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),516,17.21907885,-22.13817068,NAM,Namibia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,147
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),520,166.92313,-0.528742623,NRU,Nauru,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,148
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),524,83.94678863,28.25866332,NPL,Nepal,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,149
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),528,5.331480568,51.86728884,NLD,Netherlands,1,FEMALE,PERCENT,Female,Percentage,21.53,22.4,21.7,21.38,22.33,22.83,25.15,26.99,26.73,26.49,27.07,27.9,28.24,23.08,24.13,24.76,24.53,24.948,2016,24.53,ILOSTAT - LFS - EU Labour Force Survey,C,150
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),530,-68.30676179,12.22720635,ANT,Netherlands Antilles,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,151
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),531,-68.95033464,12.15058042,CUW,Curaçao,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,152
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),533,-69.97050586,12.50878756,ABW,Aruba,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,153
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),534,-63.06198692,18.03926508,SXM,Sint Maarten (Dutch part),1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,154
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),540,165.5067368,-21.41742531,NCL,New Caledonia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,155
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),548,167.0679779,-15.34445547,VUT,Vanuatu,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,156
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),554,170.4755673,-43.98721568,NZL,New Zealand,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,157
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),558,-85.03060315,12.84210839,NIC,Nicaragua,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,158
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),562,9.400167877,17.42143036,NER,Niger,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,159
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),566,8.097363256,9.585789025,NGA,Nigeria,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,160
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),570,-169.8601693,-19.05000475,NIU,Niue,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,161
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),574,167.9515548,-29.03230018,NFK,Norfolk Island,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,162
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),578,11.47846389,61.34311134,NOR,Norway,1,FEMALE,PERCENT,Female,Percentage,24.74,25.64,27.66,28.18,29.71,31.04,33.95,33.29,32.64,34.55,35.03,31.2,31.16,31.35,33.32,33.66,35.4,32.978,2016,35.4,ILOSTAT - LFS - EU Labour Force Survey,C,163
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),580,145.7582114,15.19099517,MNP,Northern Mariana Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,164
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),581,-162.4343752,5.874443968,UMI,US Minor Outlying Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,165
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),583,158.225216,6.880670092,FSM,"Micronesia, Federated States of",1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,166
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),584,171.0839119,7.110213497,MHL,Marshall Islands,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,167
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),585,134.5733878,7.502307591,PLW,Palau,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,168
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),586,68.80479684,29.36491634,PAK,Pakistan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,4.22,,,3.95,4.085,2016,3.95,ILOSTAT - LFS - Labour Force Survey,C,169
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),591,-81.26616623,8.450965746,PAN,Panama,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,31.41,42.01,45.05,48.73,,43.54,,43.44,45.236667,2016,43.44,ILOSTAT - LFS - Labour Market Survey,C,170
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),598,145.8587761,-6.756057077,PNG,Papua New Guinea,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,171
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),600,-60.54854225,-21.70216237,PRY,Paraguay,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,172
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),604,-71.82093277,-13.58939705,PER,Peru,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,173
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),608,120.8601418,14.16591706,PHL,Philippines,1,FEMALE,PERCENT,Female,Percentage,,61.32,,59.24,58.93,58.88,59.31,59.25,56.07,54.59,53.71,52.99,48.11,47.54,47.41,41.34,32.72,43.424,2016,32.72,ILOSTAT - LFS - Labor Force Survey,C,174
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),612,-128.3225873,-24.37538456,PCN,Pitcairn,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,175
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),616,19.40660158,52.1226733,POL,Poland,1,FEMALE,PERCENT,Female,Percentage,31.35,27.67,29.32,33.98,35.35,34.06,36.06,37.12,36.2,36.04,37.46,35.91,35.04,35.45,36.36,37.43,38.12,36.48,2016,38.12,ILOSTAT - LFS - EU Labour Force Survey,C,176
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),620,-7.961599811,39.68509315,PRT,Portugal,1,FEMALE,PERCENT,Female,Percentage,22.03,22.62,28.34,27.08,30.05,29.12,31.43,30.81,31.32,34.4,35.71,26.15,27.9,27.61,31.84,30.37,32.24,29.992,2016,32.24,ILOSTAT - LFS - EU Labour Force Survey,C,177
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),624,-14.40182514,12.11760394,GNB,Guinea-Bissau,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,178
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),626,125.9451052,-8.797497247,TLS,Timor-Leste,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,179
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),630,-66.47591017,18.22753799,PRI,Puerto Rico,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,180
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),634,51.19152467,25.28355379,QAT,Qatar,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,181
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),638,55.53171398,-21.13183266,REU,Réunion,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,182
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),642,24.98481009,45.83893563,ROU,Romania,1,FEMALE,PERCENT,Female,Percentage,,,,,,31.69,33.69,32.55,34.34,36.4,36.28,31.85,30.83,30.58,30.73,31.53,32.42,31.218,2016,32.42,ILOSTAT - LFS - EU Labour Force Survey,C,183
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),643,99.01404926,61.61899849,RUS,Russian Federation,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,48.47,48.47,2016,48.47,ILOSTAT - LFS - Population survey on employment problems,C,184
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),646,29.92310194,-1.999842114,RWA,Rwanda,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,185
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),652,-62.83173536,17.89513362,BLM,Saint Barthélemy,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,186
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),654,-5.705752501,-15.96503946,SHN,Saint Helena,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,187
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),659,-62.76628613,17.33994219,KNA,Saint Kitts and Nevis,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,188
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),660,-63.05651612,18.21525315,AIA,Anguilla,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,189
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),662,-60.96529553,13.89405601,LCA,Saint Lucia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,190
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),663,-63.04505461,18.0882685,MAF,Saint Martin (French Part),1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,191
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),666,-56.33682442,46.85812735,SPM,Saint Pierre and Miquelon,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,192
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),670,-61.19024321,13.24627968,VCT,Saint Vincent and the Grenadines,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,193
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),674,12.46329038,43.93841766,SMR,San Marino,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,194
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),678,6.609772265,0.241554875,STP,Sao Tome and Principe,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,195
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),682,44.54763347,24.12594211,SAU,Saudi Arabia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,196
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),686,-14.46636926,14.35920905,SEN,Senegal,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,197
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),688,20.805876,44.03145697,SRB,Serbia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,32.68,31.46,31.5,30.89,31.6325,2016,30.89,ILOSTAT - LFS - Labour force survey,C,198
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),690,55.46561591,-4.678053059,SYC,Seychelles,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,39.85,,,,,,,2011,39.85,ILOSTAT - LFS - Labour force survey,C,199
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),694,-11.78306584,8.568604164,SLE,Sierra Leone,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,200
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),702,103.8107883,1.361009155,SGP,Singapore,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,201
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),703,19.48495604,48.70741446,SVK,Slovakia,1,FEMALE,PERCENT,Female,Percentage,32.38,34.26,33.14,33.92,30.07,29.22,27.38,32.01,28.86,31.4,35.54,27.68,30.4,30.27,28.22,27.82,34.26,30.194,2016,34.26,ILOSTAT - LFS - EU Labour Force Survey,C,202
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),704,105.802499,10.09643079,VNM,Viet Nam,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,203
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),705,14.82209486,46.11958061,SVN,Slovenia,1,FEMALE,PERCENT,Female,Percentage,34.61,36.43,35.77,41.92,40.2,42.02,41.97,37.55,43.29,44.69,43.25,38.92,40.26,38.55,36.47,36.98,41.77,38.806,2016,41.77,ILOSTAT - LFS - EU Labour Force Survey,C,204
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),706,46.20367477,4.406485729,SOM,Somalia,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,205
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),710,24.67184355,-29.99957544,ZAF,South Africa,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,29.74,,29.74,2015,29.74,ILOSTAT - LFS - Quarterly Labour Force Survey,C,206
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),716,29.86909584,-19.00075492,ZWE,Zimbabwe,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,207
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),724,-3.554078296,40.39211472,ESP,Spain,1,FEMALE,PERCENT,Female,Percentage,15.65,17.5,18.13,15.84,18.99,21.48,23.15,23.78,23.77,24.7,27.13,28.09,28.78,29.34,29.42,30.35,30.31,29.64,2016,30.31,ILOSTAT - LFS - EU Labour Force Survey,C,208
2018.Q2.G.01,IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),728,30.32618773,7.290839152,SSD,South Sudan,1,FEMALE,PERCENT,Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,209
